ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
PALB,small_airport,Larsen Bay Airport,"-153.9779968, 57.53509903",87,NA,US,US-AK,Larsen Bay,PALB,KLN,2A3
PALG,small_airport,Kalskag Airport,"-160.3410034, 61.53630066",55,NA,US,US-AK,Kalskag,PALG,KLG,KLG
PALH,seaplane_base,Lake Hood Seaplane Base,"-149.9720001, 61.18000031",71,NA,US,US-AK,Anchorage,PALH,,LHD
PALP,small_airport,Alpine Airstrip,"-150.9450073, 70.34429932",18,NA,US,US-AK,Deadhorse,PALP,DQH,AK15
PALR,small_airport,Chandalar Lake Airport,"-148.4830017, 67.50450134",1920,NA,US,US-AK,Chandalar Lake,PALR,WCR,WCR
PALU,medium_airport,Cape Lisburne LRRS Airport,"-166.1100006, 68.87509918",16,NA,US,US-AK,Cape Lisburne,PALU,LUR,LUR
PAMB,small_airport,Manokotak Airport,"-159.0500031, 58.99020004",100,NA,US,US-AK,Manokotak,PAMB,KMO,MBA
PAMC,medium_airport,McGrath Airport,"-155.6060028, 62.95289993",341,NA,US,US-AK,McGrath,PAMC,MCG,MCG
PAMD,small_airport,Middleton Island Airport,"-146.3070068, 59.44990158",100,NA,US,US-AK,Middleton Island,PAMD,MDO,MDO
PAMH,small_airport,Minchumina Airport,"-152.302002, 63.88600159",678,NA,US,US-AK,Minchumina,PAMH,,MHM
PAMK,small_airport,St Michael Airport,"-162.1100006, 63.49010086",98,NA,US,US-AK,St Michael,PAMK,,SMK
PAML,small_airport,Manley Hot Springs Airport,"-150.6439972, 64.99759674",270,NA,US,US-AK,Manley Hot Springs,PAML,MLY,MLY
PAMM,seaplane_base,Metlakatla Seaplane Base,"-131.5780029, 55.13100052",,NA,US,US-AK,Metlakatla,PAMM,,MTM
PAMO,small_airport,Mountain Village Airport,"-163.6820068, 62.09540176",337,NA,US,US-AK,Mountain Village,PAMO,MOU,MOU
PAMR,medium_airport,Merrill Field,"-149.8439941, 61.21350098",137,NA,US,US-AK,Anchorage,PAMR,MRI,MRI
PAMX,small_airport,Mc Carthy Airport,"-142.904007, 61.43709946",1531,NA,US,US-AK,Mccarthy,PAMX,,15Z
PAMY,medium_airport,Mekoryuk Airport,"-166.2709961, 60.37139893",48,NA,US,US-AK,Mekoryuk,PAMY,MYU,MYU
PANA,small_airport,Napakiak Airport,"-161.9790039, 60.69029999",17,NA,US,US-AK,Napakiak,PANA,WNA,WNA
PANC,large_airport,Ted Stevens Anchorage International Airport,"-149.9960022, 61.17440033",152,NA,US,US-AK,Anchorage,PANC,ANC,ANC
PANI,medium_airport,Aniak Airport,"-159.5429993, 61.58160019",88,NA,US,US-AK,Aniak,PANI,ANI,ANI
PANN,medium_airport,Nenana Municipal Airport,"-149.0740051, 64.54730225",362,NA,US,US-AK,Nenana,PANN,ENN,ENN
PANO,small_airport,Nondalton Airport,"-154.8390045, 59.98020172",314,NA,US,US-AK,Nondalton,PANO,,5NN
PANR,seaplane_base,Funter Bay Seaplane Base,"-134.897995, 58.25439835",0,NA,US,US-AK,Funter Bay,PANR,FNR,FNR
PANT,medium_airport,Annette Island Airport,"-131.5720062, 55.04240036",119,NA,US,US-AK,Annette,PANT,ANN,ANN
PANU,small_airport,Nulato Airport,"-158.0740051, 64.72930145",399,NA,US,US-AK,Nulato,PANU,,NUL
PANV,medium_airport,Anvik Airport,"-160.1909943, 62.64670181",291,NA,US,US-AK,Anvik,PANV,ANV,ANV
PANW,small_airport,New Stuyahok Airport,"-157.3280029, 59.44990158",364,NA,US,US-AK,New Stuyahok,PANW,KNW,KNW
PAOB,small_airport,Kobuk Airport,"-156.8970032, 66.91230011",137,NA,US,US-AK,Kobuk,PAOB,OBU,OBU
PAOC,small_airport,Portage Creek Airport,"-157.7140045, 58.90650177",137,NA,US,US-AK,Portage Creek,PAOC,PCA,A14
PAOH,small_airport,Hoonah Airport,"-135.4100037, 58.09609985",19,NA,US,US-AK,Hoonah,PAOH,HNH,HNH
PAOM,medium_airport,Nome Airport,"-165.4450073, 64.5121994",37,NA,US,US-AK,Nome,PAOM,OME,OME
PAOO,small_airport,Toksook Bay Airport,"-165.0870056, 60.54140091",59,NA,US,US-AK,Toksook Bay,PAOO,OOK,OOK
PAOR,medium_airport,Northway Airport,"-141.9290009, 62.9612999",1715,NA,US,US-AK,Northway,PAOR,ORT,ORT
PAOT,medium_airport,Ralph Wien Memorial Airport,"-162.598999, 66.88469696",14,NA,US,US-AK,Kotzebue,PAOT,OTZ,OTZ
PAOU,small_airport,Nelson Lagoon Airport,"-161.1600037, 56.00749969",14,NA,US,US-AK,Nelson Lagoon,PAOU,,OUL
PAPB,medium_airport,St George Airport,"-169.6620026, 56.57830048",125,NA,US,US-AK,St George,PAPB,STG,PBV
PAPC,medium_airport,Port Clarence Coast Guard Station,"-166.8589935, 65.25370026",10,NA,US,US-AK,Port Clarence,PAPC,KPC,KPC
PAPE,small_airport,Perryville Airport,"-159.1629944, 55.90599823",29,NA,US,US-AK,Perryville,PAPE,KPV,PEV
PAPG,medium_airport,Petersburg James A Johnson Airport,"-132.9450073, 56.80170059",111,NA,US,US-AK,Petersburg,PAPG,PSG,PSG
PAPH,medium_airport,Port Heiden Airport,"-158.6329956, 56.95909882",95,NA,US,US-AK,Port Heiden,PAPH,PTH,PTH
PAPK,small_airport,Napaskiak Airport,"-161.7779999, 60.70289993",24,NA,US,US-AK,Napaskiak,PAPK,PKA,PKA
PAPM,medium_airport,Platinum Airport,"-161.8200073, 59.01139832",15,NA,US,US-AK,Platinum,PAPM,PTU,PTU
PAPN,small_airport,Pilot Point Airport,"-157.5720062, 57.58039856",57,NA,US,US-AK,Pilot Point,PAPN,PIP,PNP
PAPO,small_airport,Point Hope Airport,"-166.798996, 68.34880066",12,NA,US,US-AK,Point Hope,PAPO,PHO,PHO
PAPR,small_airport,Prospect Creek Airport,"-150.6439972, 66.81410217",1095,NA,US,US-AK,Prospect Creek,PAPR,,PPC
PAQC,seaplane_base,Klawock Seaplane Base,"-133.102005, 55.55469894",,NA,US,US-AK,Klawock,PAQC,,AQC
PAQH,small_airport,Quinhagak Airport,"-161.8450012, 59.75510025",42,NA,US,US-AK,Quinhagak,PAQH,KWN,AQH
PAQT,medium_airport,Nuiqsut Airport,"-151.0059967, 70.20999908",38,NA,US,US-AK,Nuiqsut,PAQT,NUI,AQT
PARC,medium_airport,Arctic Village Airport,"-145.5789948, 68.11470032",2092,NA,US,US-AK,Arctic Village,PARC,ARC,ARC
PARS,small_airport,Russian Mission Airport,"-161.319458, 61.77888489",51,NA,US,US-AK,Russian Mission,PARS,,RSH
PARY,medium_airport,Ruby Airport,"-155.4700012, 64.72720337",658,NA,US,US-AK,Ruby,PARY,RBY,RBY
PASA,medium_airport,Savoonga Airport,"-170.4929962, 63.68640137",53,NA,US,US-AK,Savoonga,PASA,SVA,SVA
PASC,medium_airport,Deadhorse Airport,"-148.4649963, 70.19470215",65,NA,US,US-AK,Deadhorse,PASC,SCC,SCC
PASD,medium_airport,Sand Point Airport,"-160.522995, 55.31499863",21,NA,US,US-AK,Sand Point,PASD,SDP,SDP
PASH,medium_airport,Shishmaref Airport,"-166.0890045, 66.24960327",12,NA,US,US-AK,Shishmaref,PASH,SHH,SHH
PASI,medium_airport,Sitka Rocky Gutierrez Airport,"-135.3619995, 57.04710007",21,NA,US,US-AK,Sitka,PASI,SIT,SIT
PASK,medium_airport,Selawik Airport,"-159.9859924, 66.60009766",17,NA,US,US-AK,Selawik,PASK,WLK,WLK
PASL,small_airport,Sleetmute Airport,"-157.1660004, 61.70050049",190,NA,US,US-AK,Sleetmute,PASL,SQL,SLQ
PASM,medium_airport,St Mary's Airport,"-163.302002, 62.0605011",312,NA,US,US-AK,St Mary's,PASM,KSM,KSM
PASN,medium_airport,St Paul Island Airport,"-170.2200012, 57.16730118",63,NA,US,US-AK,St Paul Island,PASN,SNP,SNP
PASO,small_airport,Seldovia Airport,"-151.7039948, 59.44240189",29,NA,US,US-AK,Seldovia,PASO,,SOV
PASP,small_airport,Sheep Mountain Airport,"-147.5070038, 61.81200027",2750,NA,US,US-AK,Sheep Mountain,PASP,SMU,SMU
PAST,small_airport,Summit Airport,"-149.1269989, 63.33150101",2409,NA,US,US-AK,Summit,PAST,UMM,UMM
PASV,medium_airport,Sparrevohn LRRS Airport,"-155.5740051, 61.09740067",1585,NA,US,US-AK,Sparrevohn,PASV,SVW,SVW
PASW,small_airport,Skwentna Airport,"-151.1909943, 61.96530151",148,NA,US,US-AK,Skwentna,PASW,SKW,SKW
PASX,medium_airport,Soldotna Airport,"-151.0339966, 60.47570038",113,NA,US,US-AK,Soldotna,PASX,SXQ,SXQ
PASY,medium_airport,Eareckson Air Station,"174.1139984, 52.71229935",95,NA,US,US-AK,Shemya,PASY,SYA,SYA
PATA,small_airport,Ralph M Calhoun Memorial Airport,"-152.1089935, 65.17440033",236,NA,US,US-AK,Tanana,PATA,TAL,TAL
PATC,small_airport,Tin City Long Range Radar Station Airport,"-167.9219971, 65.56310272",271,NA,US,US-AK,Tin City,PATC,TNC,TNC
PATE,small_airport,Teller Airport,"-166.3390045, 65.24040222",294,NA,US,US-AK,Teller,PATE,TLA,TER
PATG,medium_airport,Togiak Airport,"-160.3970032, 59.05279922",21,NA,US,US-AK,Togiak Village,PATG,TOG,TOG
PATJ,small_airport,Tok Airport,"-143.001111, 63.303333",1670,NA,US,US-AK,Tok,PATJ,TKJ,TKJ
PATK,medium_airport,Talkeetna Airport,"-150.0939941, 62.32049942",358,NA,US,US-AK,Talkeetna,PATK,,TKA
PATL,medium_airport,Tatalina LRRS Airport,"-155.977005, 62.89440155",964,NA,US,US-AK,Takotna,PATL,TLJ,TLJ
PATQ,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,"-157.4360046, 70.46730042",96,NA,US,US-AK,Atqasuk,PATQ,ATK,ATK
PATW,small_airport,Cantwell Airport,"-148.9559937, 63.39120102",2190,NA,US,US-AK,Cantwell,PATW,,TTW
PAUK,small_airport,Alakanuk Airport,"-164.6599274, 62.68004227",10,NA,US,US-AK,Alakanuk,PAUK,AUK,AUK
PAUM,small_airport,Umiat Airport,"-152.1360016, 69.37110138",267,NA,US,US-AK,Umiat,PAUM,UMT,UMT
PAUN,small_airport,Unalakleet Airport,"-160.798996, 63.88840103",27,NA,US,US-AK,Unalakleet,PAUN,UNK,UNK
PAUO,small_airport,Willow Airport,"-150.052002, 61.75419998",221,NA,US,US-AK,Willow,PAUO,WOW,UUO
PAUT,small_airport,Akun Airport,"-165.6075668, 54.14499252",,NA,US,US-AK,Akutan,PAUT,,7AK
PAVA,small_airport,Chevak Airport,"-165.6005, 61.5409",75,NA,US,US-AK,Chevak,PAVA,VAK,VAK
PAVC,small_airport,King Cove Airport,"-162.2660065, 55.11629868",155,NA,US,US-AK,King Cove,PAVC,KVC,KVC
PAVD,medium_airport,Valdez Pioneer Field,"-146.2480011, 61.13389969",121,NA,US,US-AK,Valdez,PAVD,VDZ,VDZ
PAVE,small_airport,Venetie Airport,"-146.3659973, 67.00869751",574,NA,US,US-AK,Venetie,PAVE,VEE,VEE
PAVL,medium_airport,Kivalina Airport,"-164.5630035, 67.73619843",13,NA,US,US-AK,Kivalina,PAVL,KVL,KVL
PAWB,small_airport,Beaver Airport,"-147.4069977, 66.36219788",359,NA,US,US-AK,Beaver,PAWB,WBQ,WBQ
PAWD,medium_airport,Seward Airport,"-149.4190063, 60.12689972",22,NA,US,US-AK,Seward,PAWD,SWD,SWD
PAWG,medium_airport,Wrangell Airport,"-132.3699951, 56.48429871",49,NA,US,US-AK,Wrangell,PAWG,WRG,WRG
PAWI,medium_airport,Wainwright Airport,"-159.9949951, 70.63800049",41,NA,US,US-AK,Wainwright,PAWI,AIN,AWI
PAWM,small_airport,White Mountain Airport,"-163.4129944, 64.68920136",267,NA,US,US-AK,White Mountain,PAWM,WMO,WMO
PAWN,medium_airport,Noatak Airport,"-162.9750061, 67.56610107",88,NA,US,US-AK,Noatak,PAWN,WTK,WTK
PAWR,small_airport,Whittier Airport,"-148.7220001, 60.77719879",30,NA,US,US-AK,Whittier,PAWR,,IEM
PAWS,medium_airport,Wasilla Airport,"-149.5399933, 61.57170105",354,NA,US,US-AK,Wasilla,PAWS,WWA,IYS
PAWT,small_airport,Wainwright Air Station,"-159.8600006, 70.61340332",35,NA,US,US-AK,Wainwright,PAWT,,AK03
PAXK,small_airport,Paxson Airport,"-145.5010071, 63.02460098",2653,NA,US,US-AK,Paxson,PAXK,,PXK
PAYA,medium_airport,Yakutat Airport,"-139.6600037, 59.50329971",33,NA,US,US-AK,Yakutat,PAYA,YAK,YAK
PBAR,closed,Baker AAF,"-176.4788889, 0.192638889",,OC,UM,UM-81,Baker Island,PBAR,BAR,
PCIS,medium_airport,Canton Island Airport,"-171.7100067, -2.76812005",9,OC,KI,KI-P,Abariringa,PCIS,CIS,
PCK,small_airport,Porcupine Creek Airport,"-150.2859955, 67.23789978",1100,NA,US,US-AK,Porcupine Creek,PCK,,PCK
PCO,small_airport,Punta Colorada Airport,"-109.535826, 23.575011",55,NA,MX,MX-BCS,La Ribera,MMPL,PCO,
PCQ,small_airport,Bounneau Airport,"101.9, 21.6475",3050,AS,LA,LA-PH,Phongsaly,,PCQ,
PDI,small_airport,Pindiu Airport,"147.5158333, -6.445138889",2995,OC,PG,PG-MPL,Pindiu,AYPD,PDI,PDU
PE-MFT,small_airport,Machu Pichu Airport,"-72.56667328, -13.11666679",9500,SA,PE,PE-HUC,Machu Pichu,,MFT,
PEC,seaplane_base,Pelican Seaplane Base,"-136.2359924, 57.9552002",,NA,US,US-AK,Pelican,PEC,,PEC
PFAK,small_airport,Akiak Airport,"-161.2310028, 60.9029007",30,NA,US,US-AK,Akiak,PFAK,AKI,AKI
PFAL,small_airport,Allakaket Airport,"-152.621994, 66.55180359",441,NA,US,US-AK,Allakaket,PFAL,AET,6A8
PFC,small_airport,Pacific City State Airport,"-123.961998, 45.19979858",5,NA,US,US-OR,Pacific City,KPFC,PFC,PFC
PFCB,small_airport,Chenega Bay Airport,"-147.9920044, 60.07730103",72,NA,US,US-AK,Chenega,PFCB,NCN,C05
PFCL,small_airport,Clarks Point Airport,"-158.529007, 58.83369827",80,NA,US,US-AK,Clarks Point,PFCL,CLP,CLP
PFEL,small_airport,Elim Airport,"-162.2720032, 64.61470032",162,NA,US,US-AK,Elim,PFEL,ELI,ELI
PFKA,small_airport,Kasigluk Airport,"-162.5240021, 60.87440109",48,NA,US,US-AK,Kasigluk,PFKA,KUK,Z09
PFKK,small_airport,Kokhanok Airport,"-154.8040009, 59.43320084",115,NA,US,US-AK,Kokhanok,PFKK,KNK,9K2
PFKO,small_airport,Kotlik Airport,"-163.5330048, 63.0306015",15,NA,US,US-AK,Kotlik,PFKO,KOT,2A9
PFKT,small_airport,Brevig Mission Airport,"-166.4660034, 65.33129883",38,NA,US,US-AK,Brevig Mission,PFKT,KTS,KTS
PFKU,small_airport,Koyukuk Airport,"-157.727005, 64.87609863",149,NA,US,US-AK,Koyukuk,PFKU,KYU,KYU
PFKW,small_airport,Kwethluk Airport,"-161.4440002, 60.79029846",25,NA,US,US-AK,Kwethluk,PFKW,KWT,KWT
PFNO,small_airport,Robert (Bob) Curtis Memorial Airport,"-161.0189972, 66.81790161",55,NA,US,US-AK,Noorvik,PFNO,ORV,D76
PFSH,small_airport,Shaktoolik Airport,"-161.223999, 64.37110138",24,NA,US,US-AK,Shaktoolik,PFSH,SKK,2C7
PFTO,small_airport,Tok Junction Airport,"-142.9539948, 63.32949829",1639,NA,US,US-AK,Tok,PFTO,,6K8
PFWS,small_airport,South Naknek Nr 2 Airport,"-157.0079956, 58.70339966",162,NA,US,US-AK,South Naknek,PFWS,WSN,WSN
PFYU,medium_airport,Fort Yukon Airport,"-145.25, 66.57150269",433,NA,US,US-AK,Fort Yukon,PFYU,FYU,FYU
PG-0001,small_airport,Agali Airstrip,"142.214241, -5.344377464",2750,OC,PG,PG-SAN,,AYAL,,ALI
PG-0002,small_airport,Agotu Airstrip,"145.2413889, -6.5",5675,OC,PG,PG-EHG,Agotu,,,AGU
PG-0003,small_airport,Akwom Airstrip,"141.8327778, -3.94",160,OC,PG,PG-SAN,,AYAC,,
PG-0004,small_airport,Ali Airstrip,"142.3391667, -7.916666667",80,OC,PG,PG-WPD,Ali,AYAH,,
PG-0005,small_airport,Cape Rodney Airport,"148.3790302, -10.179823",22,OC,PG,PG-CPM,Cape Rodney,,CPN,CPR
PG-0006,small_airport,Emirau Airport,"149.9757667, -1.653949991",172,OC,PG,PG-NIK,Emirau Island,AYEE,EMI,ERU
PG-0007,small_airport,Erave Airport,"143.9002132, -6.606463154",3650,OC,PG,PG-SHM,Erave,AYEV,ERE,ERV
PG-0008,small_airport,Esa'ala Airport,"150.9542084, -9.874327023",10,OC,PG,PG-MBA,Esa'ala,,ESA,ESA
PG-0009,small_airport,Garaina Airport,"147.1412659, -7.875625027",2497,OC,PG,PG-MPL,Garaina,AYGI,GAR,GNA
PG-0010,small_airport,Gobe Airport,"143.7219, -6.8782",194,OC,PG,PG-SHM,Gobe,AYGB,,GOBE
PG-0011,small_airport,Gonaili Airport,"151.5733333, -5.527716614",40,OC,PG,PG-EBR,Gonaili,AYGL,GOE,GON
PG-0012,small_airport,Ambua Airstrip,"143.0638889, -5.962222222",6600,OC,PG,PG-HE,Ambua Lodge - Tari,AYAJ,,ABA
PG-0013,small_airport,Ambaluwa Airstrip,"144.9211111, -5.720277778",6568,OC,PG,PG-EHG,Ambulua,AYAB,,ABU
PG-0014,small_airport,Anangalo Airstrip,"143.8434722, -4.6",70,OC,PG,PG-ESW,,AYAR,,ALO
PG-0015,small_airport,Ande Airstrip,"145.8222222, -7.020833333",5400,OC,PG,PG-EHG,Sindeni,AYAD,,ANDE
PG-0016,small_airport,Arufi Airstrip,"141.9113889, -8.753888889",80,OC,PG,PG-WPD,Arufi,AYRF,,ARU
PG-0017,small_airport,Asama Airstrip,"147.2716667, -8.023333333",1800,OC,PG,PG-NPP,,AYAS,,AAM
PG-0018,small_airport,Asimba Airstrip,"147.5919444, -8.605",1170,OC,PG,PG-NPP,Asimba,AYAZ,,ASB
PG-0019,small_airport,Assengseng Airstrip,"149.7858333, -6.023611111",1550,OC,PG,PG-WBK,Assengseng,AYSN,,ASN
PG-0020,small_airport,Bapi Airstrip,"147.0205556, -7.743611111",2930,OC,PG,PG-MPL,Bapi,AYBP,BPD,BAPI
PG-0021,small_airport,Benaria Airstrip,"143.0338889, -6.058888889",4960,OC,PG,PG-HE,Tamide Mission,,,BNR
PG-0022,small_airport,Biangabip Airport,"141.7445833, -5.526388889",1069,OC,PG,PG-WPD,Biangabip,AYBQ,BPK,BIP
PG-0023,small_airport,Bili Airstrip,"151.0994444, -5.667222222",2600,OC,PG,PG-WBK,Bili,AYIL,,BILI
PG-0024,small_airport,Wobagen Airstrip,"142.0341667, -5.274722222",6050,OC,PG,PG-SAN,,AYYB,,
PG-0025,small_airport,Bisorio Airstrip,"142.9772222, -4.721666667",160,OC,PG,PG-ESW,,,,BSO
PG-0026,small_airport,Boikoa Airstrip,"145.7341667, -7.038611111",4816,OC,PG,PG-MPL,Boikoa,AYOI,,BOK
PG-0027,small_airport,Bosavi Airstrip,"142.8411111, -6.461666667",2350,OC,PG,PG-SHM,Ludesa Mission,,,BSV
PG-0028,small_airport,Boure Airstrip,"148.7458333, -9.617916667",530,OC,PG,PG-NPP,Boure,AYBE,,BRE
PG-0029,small_airport,Jangit Airstrip,"144.4806944, -4.336666667",30,OC,PG,PG-ESW,,,,JGT
PG-0030,small_airport,Junkaral Airstrip,"145.0100278, -5.423166667",485,OC,PG,PG-MPM,Junkaral,AYJL,,
PG-0031,small_airport,Kabori Airstrip,"141.8584167, -3.321611111",2090,OC,PG,PG-SAN,Kabori,AYOR,,KBI
PG-0032,small_airport,Dahamo Airstrip,"141.9936111, -5.753194444",460,OC,PG,PG-WPD,Dahamo Village,AYDA,,DMO
PG-0033,small_airport,Lumusa Airstrip,"144.0655556, -5.527777778",4943,OC,PG,PG-WHM,Lumusa,AYLF,,LMS
PG-0034,small_airport,Malamaunda Airstrip,"143.1614167, -4.919277778",2350,OC,PG,PG-ESW,,,,MLD
PG-0035,small_airport,Nowata Airport,"149.7291667, -9.984166667",2040,OC,PG,PG-MBA,,,NWT,NTA
PG-0036,small_airport,Pasinkap Airstrip,"144.8421389, -5.015416667",255,OC,PG,PG-MPM,Pasinkap,AYPK,,PSK
PG-0037,small_airport,Purari Airstrip,"145.166519, -7.391111111",90,OC,PG,PG-GPK,,,,PRI
PG-0038,small_airport,Sengapi Airstrip,"144.3236111, -5.125833333",6242,OC,PG,PG-MPM,Sengapi,AYSK,SGK,SNI
PG-0039,small_airport,Kafa Airstrip,"143.515, -6.586888889",1850,OC,PG,PG-SHM,Kafa,AYKF,,KAFA
PG-0040,small_airport,Kaibo Airstrip,"143.1725, -6.371111111",2880,OC,PG,PG-SHM,,,,KBO
PG-0041,small_airport,Kairik Airstrip,"143.1698889, -5.44625",7340,OC,PG,PG-EPW,Porgera Mine,,,KRK
PG-0042,small_airport,Gubil Airstrip,"141.525381, -4.883308",2200,OC,PG,PG-SAN,Bufripmin/Usareimin,AYUB,,GBL
PG-0043,small_airport,Gubam Airstrip,"141.919638, -8.608765",120,OC,PG,PG-WPD,Gubam,AYGZ,,
PG-0044,small_airport,Duranmin Airstrip,"141.908161, -4.973205",3890,OC,PG,PG-SAN,Duranmin,AYDM,,DUR
PG-0045,small_airport,Bank Airstrip,"144.689805, -5.364495",3953,OC,PG,PG-MPM,Bank,AYBJ,,BANK
PG-0046,small_airport,Appa Airstrip,"144.706808, -6.516759",3800,OC,PG,PG-EHG,,AYAP,,APPA
PG-0047,small_airport,Arkosame Airstrip,"142.622672, -3.777177",622,OC,PG,PG-SAN,,AYAV,,ARK
PG-0048,small_airport,Kibuli Airstrip,"142.698056, -9.006528",54,OC,PG,PG-GPK,Kibuli,AYLI,KII,KBL
PG-0049,small_airport,Kiriwo Airstrip,"141.5142, -8.437",69,OC,PG,PG-WPD,Kiriwa,AYRW,,KRW
PG-0050,small_airport,Owena Airstrip,"145.8094, -6.6962",5500,OC,PG,PG-EHG,Owenia,AYWW,,OWN
PG-0051,small_airport,Kibeni Airstrip,"143.8224, -7.4846",99,OC,PG,PG-GPK,Kibeni,AYNQ,,KBN
PG-0052,small_airport,Kilifas Airstrip,"141.3642, -3.2148",1095,OC,PG,PG-SAN,Kilifas,AYIF,,KIS
PG-0053,small_airport,Oriomo Airstrip,"143.18, -8.86",66,OC,PG,PG-WPD,Oriomo,,,ORI
PG-0054,small_airport,Pukapuki Airstrip,"142.5176, -4.5362",124,OC,PG,PG-ESW,Pukapuki Vilage,AYPX,,PPK
PG-0055,small_airport,Samban Airstrip,"144.0612, -4.3655",42,OC,PG,PG-ESW,Samban School,AYSC,,SMN
PG-0056,small_airport,Asinuwa Airstrip,"145.7678, -7.0287",5900,OC,PG,PG-EHG,Amjenuwa,AYWA,,
PG-0057,small_airport,Auwi Airstrip,"142.6392, -5.51",5155,OC,PG,PG-HE,Auwi,AYUW,,AUWI
PG-0058,small_airport,Aziana Airstrip,"145.8535, -6.7495",4250,OC,PG,PG-EHG,Aziana Mission,,,AZA
PG-0059,small_airport,Baina Airstrip,"143.6818, -6.8918",215,OC,PG,PG-GPK,Baina,AYBN,,BNA
PG-0060,small_airport,Bu'u Airstrip,"145.8149, -7.4011",3950,OC,PG,PG-GPK,Bu'u,,,BUU
PG-0061,closed,Berry Airfield,"147.245228, -9.388829",115,OC,PG,PG-NCD,Port Moresby,,,
PG-0062,closed,Lorengau Airfield,"147.2664, -2.0201",27,OC,PG,PG-MRL,Lorengau,,,
PG-0063,closed,Kerevat Airfield,"152.0122, -4.3092",50,OC,PG,PG-EBR,,,,
PG-0064,small_airport,Dodomona Airstrip,"142.6158, -6.2437",1910,OC,PG,PG-WPD,Dodomona,,,DMN
PG-0065,small_airport,Fiyak Airstrip,"141.5666, -4.6771",347,OC,PG,PG-SAN,Fiyak,,,FYK
PG-0066,small_airport,Fugwa Airstrip,"142.6968, -5.7169",6100,OC,PG,PG-HE,Koroba,,,FUG
PG-0067,small_airport,Giramben Airstrip,"144.5568, -5.7835",5128,OC,PG,PG-JI,Giramben,,,GBN
PG-0068,small_airport,Idam Airstrip,"141.2592, -4.1432",211,OC,PG,PG-SAN,Idam,,,IDAM
PG-0069,small_airport,Kelabo Airstrip,"142.5666, -5.5659",5562,OC,PG,PG-HE,Kelabo,,,KLO
PG-0070,small_airport,Panasesa Airstrip,"151.7255, -10.739",13,OC,PG,PG-MBA,Panasesa Island,,,
PG-0071,small_airport,Pori Airstrip,"142.7065, -5.5782",5235,OC,PG,PG-HE,Pori,,,
PG-0072,small_airport,Yehebi Airstrip,"142.2661, -6.3928",335,OC,PG,PG-WPD,Yehebi,,,
PG-0073,small_airport,Basikuna Airstrip,"155.6832, -6.4445",1870,OC,PG,PG-NSB,Basikuna,,,BAK
PG-0074,small_airport,Angai Airstrip,"145.7899, -7.4021",2575,OC,PG,PG-GPK,Angai,,,AGI
PG-0075,closed,Dona Airstrip,"147.6518, -7.8465",65,OC,PG,PG-MPL,Dona,,,
PG-0076,closed,Mapaio Airstrip,"145.045, -7.656",55,OC,PG,PG-GPK,Mapaio Village,,,
PG-0077,closed,Arisili Airstrip,"142.847, -3.55",1350,OC,PG,PG-ESW,Arisili,,,
PG-0078,closed,Tau Airstrip,"142.7187, -3.6835",700,OC,PG,PG-ESW,Tauhimbier,,,
PG-0079,small_airport,Aro Airstrip,"147.24, -7.991",2200,OC,PG,PG-MPL,Aro,,,ARO
PG-0080,closed,Awala Airstrip,"148.4156, -9.5487",730,OC,PG,PG-NPP,Sinua Valley,,,
PG-0081,closed,Babmo Airstrip,"142.9552, -3.7888",290,OC,PG,PG-ESW,Babmo Mission,,,
PG-0082,closed,Muschu Airstrip,"143.58, -3.4097",242,OC,PG,PG-ESW,Muschu Island,,,
PG-AKG,small_airport,Anguganak Airport,"142.2545166, -3.592803001",1616,OC,PG,PG-SAN,Anguganak,AYGU,AKG,AGK
PG-ATP,small_airport,Tadji Airport,"142.4309635, -3.198191804",33,OC,PG,PG-SAN,Aitape,AYTJ,TAJ,TAD
PG-AWB,small_airport,Awaba Airport,"142.7483521, -8.006110191",32,OC,PG,PG-WPD,Awaba,AYAW,AWB,AWB
PG-BAA,small_airport,Bialla Airport,"151.0079956, -5.330560207",51,OC,PG,PG-WBK,"Bialla, Matalilu, Ewase",AYBL,BAA,BIA
PG-CVB,small_airport,Chungribu Airport,"144.7149963, -4.806620121",130,OC,PG,PG-MPM,Chungribu,AYCB,CVB,CBU
PG-GMI,small_airport,Gasmata Island Airport,"150.3309937, -6.271110058",23,OC,PG,PG-WBK,Gasmata Island,AYGT,GMI,GMA
PG-GVI,small_airport,Green River Airport,"141.170517, -3.902242899",281,OC,PG,PG-SAN,Green River,AYGV,GVI,GRN
PG-HYF,small_airport,Hayfields Airport,"143.057902, -3.69838",466,OC,PG,PG-ESW,Bainyik,AYHF,HYF,HFD
PG-IHU,small_airport,Ihu Airport,"145.3959961, -7.89756012",70,OC,PG,PG-GPK,Ihu,AYIH,IHU,IHU
PG-IIS,small_airport,Nissan Island Airport,"154.2259979, -4.499720097",52,OC,PG,PG-NSB,Nissan Island,AYIA,IIS,NIS
PG-JAQ,small_airport,Jacquinot Bay Airport,"151.5070038, -5.652500153",136,OC,PG,PG-EBR,Jacquinot Bay,AYJB,JAQ,JCB
PG-KDR,small_airport,Kandrian Airport,"149.54783, -6.19217",280,OC,PG,PG-WBK,Kandrian,AYKC,KDR,KDR
